business_id,labels
0s8h6,2 3 8
0s9nf,1 2 3 5 6 8
0scv4,0 2 5 7 8
0shj8,1 3 5 8
0stwm,0 2 3 5 6 8
0svix,1 3 4 6 8
0swcw,4 5 6 8
0swrj,0 2 5 6 7 8
0t34n,0 4 6 8
0t3cj,0 3 4 5 7 8
0t3ix,1 2 3 6
0t6ke,3 6
0tabm,1 3 4 5 8
0tc9p,1 5 6 7 8
0tqv0,1 2 3 5 6 8
0trt0,3 8
0tudg,0 1 2 3 4 5 6 8
0u1l6,0 3 4 5 7 8
0u8hj,1 2 3 5 6
0ugkn,2 3 5 6
0uhqx,2 5 6 8
0ulsw,0 1 3 6 7
0unkr,0 1 2 3 5 6 8
0uv14,5 8
0v1p7,0 3 5 6
0v6gl,1 2 4 6 7 8
0v8j8,1 3 5 6 8
0vd8s,1 2 4 8
0vre2,0 1 2 6 7
0vtru,3 5 6 8
0w01d,1 2 6 7
0w67f,0 1 2 5 6 7 8
0w6cx,3 4 5 6 8
0wkxz,1 2 3 5 6 8
0wn4d,1 4 5 6 7 8
0wof6,0 1 5 6
0wuwu,0 4 5 6 8
0wxz7,5 8
0wyma,2 5 6 7 8
0x908,0 1 3 5
0x9my,1 2 3 5 8
0xbc6,0 1 5 7 8
0xg8y,5
0xn17,0 1 2 3 4 6 8
0xnm9,0 3 5 8
0xo8z,1 2 6 8
0xveu,0 2 3 5 6 7 8
0y2o3,0 1 5 6 8
0ycld,0 1 2 3 4 5 6
0yhrn,2 3 5
0yqq9,0 6 7
0z01d,0 1 3 6 8
0z57b,3 4 5 6 8
0z5ry,0 3 4 8
0z6vo,0 1 2 4 5
0zb7e,0 1 3 6
0zg3y,1 3 5 6
0zrov,1 2 3 6 7
0zzlg,2 3 4 8
102f2,0 1 2 3 5 6 8
103ir,2 6 8
10drp,1 6
10p5u,1 2 3 4 6
10wjv,2 5 6
10xh1,0 1 2 5 6
10z4d,1 2
1105p,2 4 5 6
113vs,0 3 6 7
118bv,2 3 4 5 6
118ux,2 3 8
11aib,2 3 5 8
11gpr,2 3 4 6
11ioq,0 1 5 6 7
11m2v,5 6
11oi1,1 2 4 5 6
11sk5,2 3 5 6
11uii,3
122v6,5 6 8
123w4,1 2 6 8
1263s,5 6 7
12mex,1 2 7
12p62,0 1 2 4 5 6
12q8i,0 2 3 4 5 6 8
131go,2 6
13frb,0 3 5
13fw1,0 2 5 8
13jt0,5 6 8
13kjn,2 4 5 6 7 8
13nuw,1 2 5 6
13qgp,0 1 5 7 8
13wxb,0 1 3 4 6
144vd,2 3 5 6 8
149zx,0 5 6 7 8
14ipn,1 5 6 7
14m5f,1 2 3
14zfw,2 6
152yz,1 5 6
155ip,1 2 3 5 6
1584k,1 2
15918,1 4 6 7 8
15a44,2 6 8
15dh9,5 7 8
15k7r,1 3 4 5 6
15ofc,0 1 6
15qyl,0 3 6 7
15tqa,1 2 3 5 6 8
16145,5 6
16153,0 1 2 3 6
163jv,1
164ok,2 3 5 6 8
169vn,1 3 6 8
16chm,2 3 5 6 7 8
16l5s,1 2 3 4 5 6 8
16m1r,0 2 3 4 5 6 8
16o2x,1 5 6
1757b,0 2 5 6 8
175ez,2 3 8
17ctg,1 2 5 6 7 8
17lt8,0 4 6
17pb7,4 5 6 7
17qtl,2 3 4 7 8
17r96,1 3 8
17w4d,2 6
17wka,0 3 4 5
17ymz,0 1 2 3 5 8
182ao,0 1 2 3 6 8
188mq,1 3 4 5 6 7 8
18b3y,2 3 5 6 8
18cak,0 2 5 6 8
18iem,5 6 8
18ljz,1 3 4 5 6 8
18r62,1 2 5
18uq1,2 3 5 7
19bod,0 2 5
19c32,2 5 8
19f70,2 3 6 8
19ga6,5 8
19pgl,4 5 6 8
19sm5,6
1a01j,1 2 5
1a6qc,1 2 4 6
1a9dn,0 2 4 5 6 8
1a9jq,5 6 8
1aeys,0 2 3 7 8
1aizo,0 1 3 5 6 8
1andp,0 1 3
1anvj,0 1
1aq6n,1 3 7 8
1aywh,5 6
1b0u4,0 7 8
1bb6q,0 1 5 6 7 8
1bdpm,1 6 8
1bg2i,1 2 4 5 6 8
1biy5,6
1bmle,1 2 4 6
1bzhj,0 1 2 3 4 5 6
1c3sl,1 4 8
1c4ak,5 6
1c5p2,0 5 6 7 8
1ca1k,1 2 3 8
1cajm,1 2 6 7
1ceoc,0 2 5 6 8
1cnr4,2 5
1cp6q,2 3 6
1cqlh,2 4 6 8
1d1vg,3 5 6
1d3im,1 5 8
1db08,0 1 5 6 7 8
1dcev,0 6 7 8
1dfyw,3 5 6 8
1di7s,0 1 2 4 5 6 8
1dk14,2 3 4 5
1dm5g,2 5 6
1do0d,2 3 5 6 8
1dsri,1 2 3 5 6 8
1e2pk,1 2 5
1e34p,5 6 7 8
1ec43,0 1 2 3 5 8
1ekse,1 2 3 5 6 8
1eogb,0 2 3 5 8
1eqn4,0 3 4 5 6 8
1f3xl,2 5 7 8
1f4sk,3 5
1f5ex,2 8
1f8kz,1 2 5 6
1f99i,1 2 3 8
1f9nm,0 1 6 8
1fbqh,1 5 6 7 8
1fg2d,1 2 3 8
1fi4u,1 4 5 6 7 8
1fjj2,0 1 2 3 4 5 6 7 8
1fkf8,0 3 4 5 6 7 8
1fpvt,1 2 5 6
1gg00,0 3 4 8
1gnvj,1 2 5 6
1gozl,3 6 8
1gqze,3 5
1h4vx,0 3 5 6 8
1h9m0,1 3 6 7 8
1hgih,0 2 3 5 6 8
1hig5,1 2 3 5 6 7 8
1hu0r,2 5 6 7 8
1hv8u,1 3 6 8
1i4bi,1 2 5 6
1iaz6,1 2 8
1icrn,1 2 5 6 8
1id5n,0 3 5 6 8
1ifxf,2 5 6 7
1iktw,0 1 2 3 5 6 8
1iuux,5 6 7
1iz4c,2 4 5 6
1j2g2,3 5 7
1jetm,1 5 8
1jfje,1 3 6
1jhd4,1 2 3 5 6
1jik6,1 2 4 5 6 8
1jlh9,0 1 2 3 5 6 8
1jlrm,0 1 3 5 6 8
1jmp4,1 2 5 7 8
1jrct,2 5 8
1jvo5,0 1 2 3 5 6 8
1jvqu,3 5 6
1k3v3,0 1 2 4 5 6
1k8ru,2 4 5 6 7
1k9gq,6 8
1kr59,1 2 5 6 8
1kw5i,0 2 3 4 7
1kw6g,2 3 6 8
1kwj3,2 5 6 7 8
1kxqu,0 1 2 5
1l72d,0 3 6 8
1la8k,0 1 2 3 4 5 7 8
1lbe9,5 6 7
1lcof,1 2 3 5 7 8
1lhhv,3 6
1lneo,3 6 8
1lnzk,1 2 3 5 6 8
1ltns,0 2 6 7 8
1lvgn,2 3 5 6
1ly64,1 3 4 5 8
1lyyo,0 3 4 5 6 7
1mb6s,2 4
1me67,0 1 3 6 7 8
1moxe,5 8
1mqg0,0 1 2 3 5 6 8
1mu0b,0 2 6 8
1mwwj,1 2 3 4 5 7 8
1n9ss,2 3 4 5 6 8
1n9zg,0 4 8
1nbbh,0 1 5 6 8
1nd86,6 8
1nlp7,1 2 6 8
1nnvp,1 2 5 6 7
1npai,2 3 5 6 7 8
1nr5r,4 5 8
1nsa9,1 2 3 5 6 8
1oci4,2 3 5
1odko,4 5 6 8
1oevl,1
1olou,0 1 2 3 5 6 7 8
1ooqj,3 5 7 8
1osph,2 3 5
1ovby,3 4 5 6
1oveb,1 7
1p4rg,3 4 8
1pdge,4 5 6 8
1phyf,0 2 6 8
1pj73,2 3 6 8
1pj8b,0 1 5 6
1pk3p,1 3 5 6 7 8
1pkme,0 1 5 6 8
1ppq2,0 1 2 3 4 5 6
1pqox,2 4 8
1ps9h,0 2 5 6
1q0ls,0 1 2 3 5 6 7 8
1q4qk,3 7
1q6je,3 4 5 6
1qoat,1 2 5 6 7 8
1qrdw,0 3 4 5 6 8
1qyq7,0 3 4 5 6
1r8xp,0 5 6 8
1rdjf,1 6 7
1red8,1 2 4 5 8
1rhp2,1 4 6 8
1rju5,4 8
1rsa5,4 6 8
1ruq0,5 6 8
1sdbh,2 6 8
1sf7p,0 5 6
1snie,2 3 7
1stpo,0 1 2 6 7 8
1t6tb,0 3 5 6 7
1t8wu,2 5
1ta3y,1 2 4 5 6
1tgnj,0 1 3 6 8
1to59,0 2 5 8
1tp9i,0 3 8
1tpmp,0 1 2 3 4 5 6 7
1tpqe,1 5 8
1tq1t,0 2 8
1u679,1 2 3 4 5 6 8
1u8ar,1 2 3 5 6 8
1u8dz,1 4 6
1uc9e,2
1ucp9,1 3
1ugnb,0 2 4 5 6 8
1uk1n,1 2 3 4 5 7 8
1um2k,1 2 8
1uq1s,0 1 2 3 4 5 8
1uyqo,1 3 5 6 8
1v5c0,0 1 2 5 8
1v6dv,2 4 5 6 8
1v7b5,1 2 5 6 8
1va5w,1 2 4 5 8
1vi4a,5 6
1w2d3,4 5 6 8
1w45u,0 1 4 5 6
1w7x4,2 3 6
1we82,6 7 8
1wevr,2 3 6 8
1wlmv,2 3
1wmxi,0 4 5
1wpjf,0 4 5 6
1wt2q,2 3 4 6 7 8
1wtez,0 6 7
1wtnl,2 5 6 7 8
1wuyt,0 1 3 6 7
1wvv4,3 5 6 7 8
1xa0x,3 4 6
1xelt,2 5 6 7
1xgc0,1 2 3 4
1xt3a,1 2 3 5 8
1y6kr,3 5 6
1yfkb,5 6 8
1yftp,1 5 6
1yht9,0 1 2 6
1yirp,1 3 4 5 6 8
1yppr,0 2 5 6 8
1z3sk,1 3 5 6
1z9c6,0 2 3 4 5
1za4p,3 4 7 8
1zf3m,0 3 4 6
1zfvn,0 1 5 6
1zjuy,3 4 8
1zngh,8
1zpzs,0 1 2 6 8
1zqhe,1 5 6
1zuh9,1 2 3 5 8
202i6,5 6 7
207ue,1 3 5 6 7
209b2,0 2 3 5 6 7 8
20b8p,0 1 2 3 5 6 8
20frc,2 3 5 6 8
20hsy,3 5 6
20icp,5 8
20nk1,1 4 6 7 8
20ukp,1 2 4 7
20uu8,1 2 3 5 6 8
20xc6,2 3 5
215s9,5 6 8
21l58,1 2 4 5
21qgl,3 5 6
21smj,0 2 8
222in,1 3 8
222va,0 1 6 8
2275p,0 3 5 6
22ibt,2 3 4
22oiz,1 2 6 8
22tj0,6
22z8w,0 1 2 4 5
2350j,3 5 6 8
2352y,2 5 6 8
23dbq,1 3 6
23dpa,0 4 5 7 8
23ual,1 2 3 5 6
23z2e,1 2 3 4 5 8
242te,2 5
249oh,1 2 3 4 5 7 8
24g3m,0 1 2 5 8
24q28,0 1 2 3 6 7 8
24scj,3 4 6 8
24x3f,3 5 6
253fx,1 5 8
258tz,0 6
25dvk,6 8
25f99,1 2 3 5 6 7 8
25gby,3 6
25nyb,3 5 6 8
25to6,1 3 6 8
25uou,1 5 6 7 8
25vxy,1 2 3 4 8
25yf1,0 3 4 5 6 8
26165,2 3 5 6 8
263ky,0 2 4 5 6
2653a,1 4 7 8
26ren,1 3 4 6 7
26spn,4 5 6 8
26yii,3 5 6 8
26ysm,0 3 5 6 8
26zdr,0 1 3 4 5 8
27002,1 2 3 4 5 8
271r3,1 2 6 8
273hy,0 1 2 3 5 6 8
279pd,1 3
27hty,2 6
27lj4,1 2 3 5 8
27rwo,2 6 7 8
27trb,5 6
27v5m,0 1 2 3 6 7 8
282os,2 3 4 5 7 8
29bln,2
29fdd,0 1 4 5 6 8
29fu7,2 3 5 6
29lbo,1 2 3 6 8
29lbs,1 3 4 5 6 8
29pjd,5 6 8
29vk2,0 2 3 4 5 6 8
29wh3,2 3 4 6 8
2a06s,1 6 8
2a7ng,1
2acak,1 5 6
2acuw,0 1 2 3 5 6
2aczx,2 3 4 8
2afxe,0 1 5 7
2axb1,2 3 5 6 7
2axyo,1 5 6
2b12o,0 2 5 6 8
2b5z7,1 5 7 8
2bc5v,1 2 4 7 8
2bib3,3 5 6 7 8
2bk9j,0 1 4 5 7 8
2bmxs,1 3 6 8
2bsuh,0 1 5 6 8
2bu0l,0 2 4 5 6 8
2bul4,3 4 8
2bxje,2 3 4 5 6
2c88y,0 1 6
2cdtu,0 1 2 3 6
2cij2,0 2 3 6 7 8
2crs5,2 6
2ctxo,1 6 8
2cu1k,0 1 2 3 5 6 8
2cyqd,2 3 5 6 7 8
2dce8,2 6 8
2ddub,1 2 6 7
2dh1w,0
2dpse,0 3 5 8
2dxy7,3 6
2e0ln,0 8
2e84u,2 3 4 5 7 8
2ehyg,1 8
2ezcs,4
2f2ty,0 5 6 8
2f6zq,3 6 8
2fcma,1 5 6 7
2fkxy,1 2 5 6 8
2fmea,3 5 6 7 8
2fqx7,0 2 5 6 7 8
2frag,1 5
2ft9g,1 2 4 6 8
2fthl,0 5 6 8
2g18k,0 2 6 8
2g2yf,2 7
2g4bm,5 6 8
2gcw8,0 2 3 4 7 8
2ggft,1 5 6 8
2glba,0 1 3 6 7
2grk0,1 2 5 6 7 8
2h44q,2 3 5 6 8
2h731,2 8
2hc70,1 3 5 6 8
2hdsd,3 6 8
2hk1v,3 8
2hq3j,0 1 2 3 7 8
2hth7,2 5 7 8
2hx1g,1 2 3 5 6 8
2i2gf,0 5 6
2i3j3,3 6
2i5yw,0 1 2 3 5 6 8
2idw2,3 5
2if6u,1 3 5 6 7 8
2ikxe,0 1 2 5 6 8
2in4v,2 3
2iqc4,1 2 4 5 6 7 8
2iqnk,1 3 6 8
2iqvb,0 1 2 3 5 6 7 8
2is66,1 3 5 6 8
2iwih,0 2 3 6
2iwjf,0 1 2 4 5 6 8
2j4ff,1 3 6
2j5p0,0 2 6
2j9qa,1 5 6 8
2jgav,1 3 6 8
2jk4n,0 2 3 4 6 7
2jm5n,2 3 5 6 8
2jspw,0 1 5 6 8
2juja,0 1 2 4 8
2jw3q,2 3 5 6 8
2jxew,2 6
2k8rb,5 6 8
2km2h,0 1 3 6 8
2kqse,0 1 2 3 4 5 6 8
2kswt,5 6 8
2kvvx,5 6 7
2kwq7,1 3 5 6
2l2fz,0 1 4 6 8
2lho0,3 5 6 7 8
2llnt,4 5 6
2ltfz,0 1 2 5 6 7
2lym1,2 5 6 8
2m196,1 5 8
2m231,2 3
2mjkr,0 1 3 7 8
2mlt3,1 2 5
2mm8y,1 2 3
2n4fu,1 2 3 5 6
2n9gy,0 1 6 7 8
2nrrq,1 5 6
2nt7j,1 3 5 6 8
2oacw,0 2 3 4 5 7
2okij,2 3 4 5 6
2ox8u,1 2 3 4 7 8
2ozhc,3 4 5 6
2p0il,0 4 5 6 8
2p4vg,4 5
2p6vt,1 2 3 4 6 7
2p8ss,1 3 5 6 8
2pb9l,0 1 2 4 8
2pjl8,2 3 4 8
2pnu5,6
2prpb,2 5 6 8
2pwiz,0 2 5 6 8
2q08n,0 2 3 6 8
2q2ll,0 1 3 6 8
2q6qi,2 5
2qa5e,0 3 4 5 8
2qjmm,2 5 7
2r5xw,5 6
2r9ir,0 4 6 7 8
2rbmi,0 1 2 3 8
2rfh1,0 1 2 6 8
2rmv6,1 2 6 8
2rs7b,0 1 2 3 5 6
2ru96,0 1 2 3 6 8
2rv7z,1 6 7 8
2rwpd,1 2
2s0fu,1 6 8
2s2ha,1 2 5 6 8
2s9i5,1 2 6 7 8
2sf9c,2 3 5 8
2smnw,0 5 7 8
2sp1s,5 6 8
2sq9e,2 5 6 7 8
2sr8w,1 2 6
2srhx,1 2 3 5 6 8
2t06z,2 4 5 8
2t86y,0 1 2 4 5 6
2t9m4,1 3 6 8
2tse9,2 3 5 6 8
2tso7,1 2 3 4 8
2u6qe,0 1 3 5 7 8
2u8ew,1 4 5 8
2u9ky,1 2 5
2ufja,1 4 6 8
2uj1k,1 3 5 6 7
2uo1d,4 7 8
2ut5c,0 2 4 5 6 8
2uzp8,1 2 5 6 7 8
2vtfz,1 2 3 5 6 8
2vxcc,0 2 4 5 6
2w0il,1 2 4 5 6 8
2w3s8,0 3 4 6 8
2w9fc,1 6
2w9im,1 2 3 5 6 8
2wa83,5 6 8
2wbil,1 2 3
2wcdy,3 5 6 8
2wd4x,0 2
2xcg2,0 2 6 8
2xddl,2 4 5 8
2xl0h,1 2 5 6
2xu0t,2 3 5 7 8
2xw52,2 3 5 6
2y2rp,1 5 6 7 8
2yauf,0 1 2 3 5 7 8
2ybxd,1 2 4 6 8
2yeud,0 1 4 5 7 8
2yfj8,2 4
2yjze,1 2 4 7 8
2ykgp,0 3 4 5 8
2ymiz,1 5 6 8
2ymov,2 3 5 6 8
2ywgu,3 5 6 7
2yzg4,2 3 6 8
2zb85,3 5 8
2zhhk,1 3 4 5 6 8
2zkot,2 4 5 6 7
2zup2,3 5 6 7 8
2zxk3,0 3 5 6 8
30a4w,3 4 5 6
30cyu,0 2 5 6
30mrn,2 4 5 6 7 8
30qm8,0 3 5 7 8
30rgq,1 2 5 6
30sn8,2 3 5 6 7
312zd,4 5 6 7 8
31578,0
31f52,3 4 6
31ghu,4 5 6 8
31gux,1 3 5
31ikl,0 2 5 6 8
31jvz,1 3 4 5 6 8
31n0s,1 2 3 5 8
31qr1,1 2 3 5 6 8
31xwa,2 3 5
31y16,1 3 4 5 8
321ey,1 3 5 7 8
32m06,3 4 6
32my8,1 2 6 7 8
32rak,1 2 5 7 8
3312z,0 1 3 5 7 8
33cmf,0 2 4 5 7 8
33f85,0 1 5 6 7 8
33p3w,1 3 4 5 6 7
33pkk,0 1 2 3 8
344q5,3 5 6 8
346um,2 3 4 5 6 8
34d5s,5 6 8
34hdl,3
34i42,2 3 7
34kyx,3 5 6 8
34utl,1 3 7 8
34vp7,1 2 4 5 6
34w54,0 8
350m1,0 3 5 6 8
352iu,5 6 8
357kz,2 6 7
3580p,0 1 6 7 8
35dol,0 1 5 6 7 8
361ze,1 2 3 5
36btp,3 4 5 6 8
36gec,0 2 4 6 7 8
36rec,3 6 7
36uyl,0 1 2 4 5 7 8
370k3,0 4 6 7
374nr,1 6
376an,1 3 7
37b21,0 1 3 6 8
37biw,1 2 5 6 8
37if9,6 8
37k5h,4 6 8
380gw,0 3 6 8
383jc,1 2 3 5
3867q,1 3 5 6 8
388lp,0 1 2 5 8
389dd,2 3 5 6 8
38b73,0 2 6 8
38ije,2 5 6 8
38jfw,4 5 7
38lwf,0 5 6 8
394o5,1 6 7 8
39aji,0 5 7
39da0,2 3 7 8
39e4c,1 2 4 6 8
39gcr,1 5 6
39hup,0 1 3 6
39ie0,0 1 2 5 6 8
39sxz,1 3 5 8
3a4wc,2 5 6 8
3abm9,2 3 5 8
3acri,1 2 3 4 6 7
3aebl,2 3 5 6
3amll,1 2 3 5 6 8
3aonv,1 4 5 8
3aq9z,3 5 8
3az75,1 2 3 4 5 6 7
3b0bd,0 1 2 3 5 7
3b38w,0 3 7
3c1yc,3 4 5 8
3c9si,4 5 6 7 8
3clst,2 3 6 7
3cpeo,5
3d1cw,1 6
3d4ec,1 3 4 8
3d4yz,1 2 4 6 7 8
3d5es,0 3 4
3da1b,0 1 7 8
3dgri,1 5
3dng5,0 3 5 6
3dnyh,4 6 7 8
3dtq0,2 3 4 6
3e3ov,1 7 8
3e7aa,1 2 5 6
3eb5l,0 2 3 8
3ekst,0 2 4 5 6 8
3eoj5,5
3exi9,0 1 2 3 4 5 7
3exv5,3 5 6 8
3ey33,3 5 6 8
3f459,0 2 5 6 8
3f89e,2 3 5 6 7
3fkav,2 3 5 6 8
3fr95,0 1 5 6 8
3fswv,0 1 2 3 5 6 8
3g3lt,2 3 6 7 8
3g63s,1 5 6 8
3gatb,1 2 3 7 8
3gc11,1 2 4 5 6
3ggkj,5 6
3gjcv,1 2 5 6
3gke3,0 1 2 3 6
3h1mv,2 6 8
3h8zc,1 5 7
3hcbc,1 5 6
3hi0o,2 3 6 8
3hr0u,0 1 3 5 6 7
3hss1,3 5 6
3hx0z,0 1 2 6 7
3i0lb,1 6 7 8
3i26e,0 1 5 8
3i2or,0 3 5 6
3i7w0,0 1 3 8
3iajk,1 2 3 6 7 8
3iiuk,1 2 3 5 8
3imha,1 2 3 4 6 8
3ipkg,1 2 3 4 5 6 7 8
3iqxk,3 4 6
3irvx,2 5 6 7 8
3ivad,2 5 8
3iy7g,0 1 3 5 6 8
3iymv,0 1 2 8
3j75n,1 3 6
3j8ta,0 2 3 4 6 8
3jcil,3 6
3jd77,6 8
3jdn8,2 4 5
3jfq7,1 3 4 5 6 7 8
3jhog,1 3 5 8
3jhq1,2 3 6 8
3jj09,0 1 2 3 8
3jmrd,5 6 7
3k44j,0 1 7 8
3k73e,2 3 5 7 8
3k8b1,0 3 6 7 8
3kklx,0 2 5 6 8
3knwe,3 5 8
3kr31,0 2 4 5 8
3kvyt,1 2 6 7 8
3kw0t,0 2 5 6 7 8
3kwl4,1 2 5 7 8
3l16a,1 2 5 7 8
3lbq5,0 2 6 8
3lbrj,1 2 3 5 6 7 8
3lc50,3 5 8
3lfzc,0 1 2 3
3lnc9,2 3 5 6 7
3lq1n,1 4 7
3lskm,0 2 3 6 7
3m2tp,0 1 2 6 7 8
3mbpn,0 5
3mc0u,1 3 4 5
3mgm3,0 2 3 6 7
3mh6y,1 3 5 8
3mhez,0 1 5 6 8
3mi5u,0 1 3 4 5 6 7 8
3mlkv,0 6 8
3n1bz,0 2 3 7 8
3n1vw,1 5 6 8
3n3ay,0 1 3 6
3n3w3,1 2 4 6 7
