business_id,r_mean,r_sd,g_mean,g_sd,b_mean,b_sd,imagecount,h_mean,h_sd,w_mean,w_sd
3637,127.0,74.28324171709255,108.0,72.6636084983398,93.0,68.59300255857006,97.0,428.0,87.11486669908874,445.0,68.4324484437025
526,111.0,68.43975452907469,88.0,65.2916533716217,69.0,62.313722405261586,330.0,425.0,75.23961722390672,451.0,66.9850729640567
1497,131.0,66.15889962809237,113.0,65.14598989960932,95.0,64.88451279003334,68.0,434.0,82.1462111116514,431.0,75.99342076785332
2941,117.0,69.50539547402057,96.0,67.14908785679818,76.0,63.45076831686122,57.0,436.0,66.64833081180653,447.0,70.5691150575094
856,145.0,60.207972893961475,131.0,62.83311228962003,107.0,66.59579566308972,34.0,473.0,59.85816569190874,385.0,75.33923280734945
1445,137.0,66.07571414672717,106.0,67.09694478886502,81.0,63.631753079732135,441.0,429.0,83.88086790204308,437.0,80.76509146902515
2845,111.0,76.03946343840151,91.0,70.27090436304346,76.0,66.74578638386096,151.0,402.0,104.63746938836012,446.0,72.00694410957877
3176,127.0,68.78953408767936,105.0,69.32532004974806,94.0,69.6921803361037,155.0,447.0,69.44062211702888,438.0,70.52659073002182
716,149.0,67.79380502671317,121.0,65.87867636800242,95.0,70.03570517957252,10.0,430.0,102.22524150130437,432.0,69.45502141674135
2228,140.0,70.04284403134984,117.0,70.00714249274856,95.0,69.67783004657937,215.0,415.0,74.4983221287567,446.0,73.13002119512889
549,134.0,63.86704940734306,119.0,65.5972560401729,103.0,67.40178039191547,43.0,436.0,74.14175611623992,439.0,70.02142529254886
2759,125.0,67.79380502671317,111.0,66.59579566308972,92.0,70.42726744663604,311.0,432.0,79.28429857165919,429.0,75.16648189186454
415,130.0,69.80687645210892,104.0,68.68769904429759,82.0,66.49060083951716,70.0,428.0,87.11486669908874,432.0,72.8285658241325
373,127.0,71.35124385741288,101.0,63.63961030678928,75.0,59.12698199637793,17.0,411.0,60.07495318350236,463.0,58.077534382926416
2124,111.0,75.7429864739964,80.0,68.06614430096654,62.0,60.398675482166,352.0,442.0,74.09453421137081,433.0,76.75936424958195
244,106.0,68.9492567037528,82.0,67.98529252713413,70.0,63.17436188834834,166.0,451.0,65.77993615077473,422.0,72.5741000633146
3721,141.0,71.90966555338719,107.0,71.39327699440614,81.0,71.70774016799024,294.0,425.0,78.67655305108377,447.0,66.1362230551458
3860,147.0,67.53517601961218,113.0,67.07458535093602,91.0,67.17142249498666,71.0,386.0,123.58397954427588,410.0,92.33634170791044
1779,137.0,70.39886362719217,114.0,66.6258208204597,88.0,70.22819946431775,39.0,406.0,75.47847375245475,455.0,70.07852738178792
3764,123.0,69.74238309665078,110.0,68.1615727518079,95.0,68.62215385719105,293.0,405.0,119.40686747419514,422.0,122.3396910246221
3007,110.0,68.58571279792899,80.0,66.14378277661477,71.0,63.671029518926424,50.0,432.0,70.59036761485238,439.0,66.92533152700851
1563,133.0,74.12826721298698,92.0,68.8839603971781,69.0,63.00793600809346,186.0,443.0,75.37904218017101,422.0,77.3692445355388
175,141.0,69.6419413859206,103.0,68.59300255857006,87.0,66.71581521648372,78.0,392.0,73.83088784512888,466.0,64.94613152451807
891,141.0,63.25345840347388,120.0,63.150613615387776,100.0,64.31174076325411,346.0,445.0,75.59761901012492,428.0,75.55130707009641
3380,130.0,72.03471385380801,109.0,69.52697318307479,89.0,71.11258679024411,839.0,435.0,78.4729252672538,433.0,76.17086057016817
756,126.0,66.03786792439622,107.0,61.180062111769715,82.0,62.385895841928885,178.0,427.0,79.05061669588669,440.0,75.72978278062072
2186,116.0,65.79513659838392,100.0,66.46803743153546,83.0,67.29041536504289,160.0,410.0,77.36278174936577,452.0,71.86097689288673
2911,134.0,63.92182725798755,117.0,63.079315151640635,95.0,63.89053137985315,163.0,407.0,71.33722730804723,457.0,66.1362230551458
1882,131.0,62.23343153000644,126.0,60.64651680022522,109.0,68.5638388656878,18.0,420.0,69.10137480542626,451.0,63.74950980203691
3599,125.0,69.89992846920518,100.0,69.0,81.0,69.80687645210892,39.0,388.0,74.15524256584965,460.0,70.14983962918234
3442,123.0,70.8590149522275,100.0,68.55654600401044,81.0,64.92303135251773,733.0,423.0,83.19855767980596,443.0,70.15696686716153
1835,125.0,72.22188034107116,100.0,70.66116330771806,79.0,67.11929677819934,220.0,422.0,80.06872048434394,450.0,69.46941773183363
3250,110.0,70.9154426059656,85.0,66.85057965343307,68.0,60.802960454241045,641.0,425.0,77.44675590365293,445.0,72.92461861401813
1952,118.0,73.32803011127464,91.0,70.37044834303673,72.0,66.82813778641449,246.0,443.0,76.78541528180986,424.0,66.71581521648372
1389,133.0,68.22023160324215,109.0,68.46166810705097,89.0,67.12674578735364,396.0,422.0,77.07139547199077,444.0,75.9670981412348
345,132.0,66.25707509390978,110.0,64.52131430775415,93.0,65.18435395092905,335.0,451.0,66.04543890383347,424.0,72.6773692424265
705,146.0,63.835726674018524,116.0,64.319514923544,89.0,69.26759704219572,61.0,439.0,74.2024258363566,420.0,82.55301327026167
749,134.0,64.96922348312314,106.0,64.66838485689897,76.0,68.07348970047003,457.0,424.0,84.91760712596653,452.0,68.92749814116279
2519,146.0,64.07807737440318,123.0,75.1997340420829,109.0,77.64019577512668,12.0,383.0,63.90618123468183,479.0,48.25971404805462
830,133.0,67.94850991743675,110.0,67.72739475278819,91.0,69.77822009767804,347.0,418.0,74.63243262818116,457.0,64.96152707564686
3268,138.0,67.89698078707183,100.0,64.70703207534712,74.0,64.8382603097893,282.0,427.0,80.89499366462674,438.0,79.20227269466452
792,151.0,66.92533152700851,121.0,68.1248853210044,95.0,68.24221567329127,158.0,403.0,77.46612162745726,449.0,80.7465169527454
103,119.0,71.449282711585,102.0,70.58328414008518,87.0,70.59745037889117,1087.0,421.0,79.38513714795737,448.0,71.5122367151245
481,-134.0,75.0133321483588,115.0,67.86015030929418,92.0,70.43436661176133,1579.0,426.0,68.20557161991974,453.0,65.01538279515087
1064,125.0,68.84039511798287,107.0,69.82836100038436,94.0,71.85401867675878,96.0,411.0,78.28793010419933,450.0,81.44323176298937
1478,136.0,65.1536645170477,124.0,68.4178339323893,110.0,70.44146506142529,95.0,442.0,72.75987905432498,436.0,73.95944834840239
658,132.0,76.79843748410511,103.0,72.36021006050217,76.0,67.92643079096678,60.0,409.0,72.52585745787498,455.0,65.09224224129939
936,116.0,74.9933330370107,98.0,70.41306696913578,82.0,69.31089380465383,111.0,420.0,75.35914012248281,453.0,76.79843748410511
2722,154.0,68.4178339323893,130.0,66.31741852635702,102.0,72.131823767322,37.0,411.0,68.60029154456998,456.0,70.17121917139534
782,138.0,63.324560795950255,112.0,65.31462317123173,88.0,66.9776081985614,22.0,453.0,72.27724399837061,426.0,87.3040663428686
2963,132.0,63.41135544995076,97.0,60.975404877704584,74.0,61.22907805936653,200.0,413.0,79.435508432942,451.0,73.27346040688948
1898,141.0,64.50581369148055,122.0,62.71363488110062,105.0,69.3325320466518,153.0,437.0,73.38937252763509,428.0,71.70774016799024
1640,137.0,72.62919523166975,114.0,68.044103344816,83.0,69.04346457123947,22.0,464.0,56.0,423.0,66.27216610312357
1525,81.0,65.60487786742691,62.0,62.75348595894893,50.0,59.76621118993574,50.0,426.0,80.0812087820857,438.0,69.33974329343886
3895,113.0,74.69270379361026,93.0,71.15476090888086,81.0,72.8285658241325,478.0,425.0,72.42927584892728,444.0,71.28814768248647
1299,122.0,73.08214556237385,99.0,69.39020103732227,80.0,66.86553671361654,187.0,452.0,77.99358948016176,421.0,69.41901756723442
3018,133.0,69.17369442208505,102.0,66.66333324999583,82.0,63.702433234531945,432.0,441.0,77.09734106958553,429.0,78.05767098754612
1592,122.0,66.96267617113283,96.0,63.592452382338585,75.0,61.28621378417825,189.0,427.0,75.5182097245426,452.0,67.11184694225007
1015,97.0,65.62773803811922,74.0,62.185207244167,58.0,57.4543296888929,145.0,427.0,83.46256645946133,442.0,71.04224095564554
328,137.0,62.93647591023825,120.0,64.03905058634146,101.0,66.14378277661477,114.0,421.0,77.40155037206942,441.0,69.18092222571191
459,123.0,68.24221567329127,97.0,64.04685784642366,78.0,62.30569797378086,1461.0,429.0,77.87810988975015,445.0,68.89847603539573
974,123.0,71.53320907103218,102.0,68.60757975617562,84.0,68.62215385719105,135.0,448.0,79.48584779695062,408.0,75.78258375114957
3901,127.0,69.94283380018284,98.0,66.46051459325304,73.0,61.506097258727124,115.0,444.0,77.54998388136518,424.0,76.54410493303844
567,123.0,76.02631123499285,105.0,74.5385806143369,87.0,71.97221686178632,1141.0,434.0,74.2630459919333,438.0,74.05403432629447
3866,117.0,73.55949972641196,105.0,72.56721022610694,84.0,73.23250644351864,46.0,366.0,102.77159140540736,431.0,91.9565114605812
2934,118.0,69.07966415668217,90.0,66.7233092704491,69.0,64.76109943476871,354.0,428.0,88.51553535961922,433.0,74.47147104764348
2923,124.0,72.49137879775773,105.0,70.84490101623405,86.0,70.06425622241343,282.0,433.0,77.22046360907191,444.0,72.19418259112018
3772,147.0,72.36021006050217,109.0,69.2820323027551,83.0,68.63672486358888,71.0,369.0,95.68698971124549,448.0,99.34787365615834
3168,131.0,65.34523701081817,117.0,65.47518613948341,107.0,66.85057965343307,79.0,420.0,72.30490993010088,453.0,70.3846574190711
1503,127.0,66.2872536767062,114.0,64.41273166075166,100.0,70.46985170979147,82.0,413.0,95.85405573057407,422.0,99.05049217444606
3257,146.0,65.30696746902278,116.0,63.812224534175265,89.0,67.05221845696084,408.0,423.0,75.77598564189053,449.0,66.2117814289874
1228,124.0,60.69596362197407,96.0,60.61352984276695,67.0,56.124860801609124,65.0,411.0,65.18435395092905,459.0,66.57326790837296
2881,128.0,78.39642849007855,105.0,77.21398836998384,78.0,71.5122367151245,39.0,439.0,85.0235261559999,442.0,70.39886362719217
183,137.0,68.24221567329127,104.0,69.18814927427962,90.0,67.69785816405124,284.0,436.0,82.0121942152507,436.0,74.41102068914255
3789,125.0,72.15261603018979,99.0,63.694583757176716,78.0,57.94825277780168,36.0,436.0,93.7709976485267,425.0,69.83552104767315
1419,128.0,73.66817494685205,106.0,71.98610977126073,84.0,71.88184749990779,90.0,412.0,88.175960442742,441.0,73.30757123244501
2352,118.0,70.58328414008518,99.0,70.68946173228369,81.0,69.54135460285484,111.0,413.0,97.23168207945392,427.0,92.30384607371461
3696,136.0,67.86015030929418,106.0,67.03730304837748,84.0,64.61423991660043,614.0,417.0,77.41446893184762,452.0,67.01492371106603
1246,125.0,80.22468448052632,106.0,75.88807547961669,86.0,72.5741000633146,457.0,440.0,77.40155037206942,431.0,73.13002119512889
1646,120.0,70.22107945624305,98.0,67.09694478886502,81.0,65.62773803811922,289.0,432.0,82.8190799272728,433.0,73.89181280764467
3407,129.0,74.03377607551839,108.0,73.51190379795642,89.0,72.5741000633146,1211.0,420.0,75.1065909225016,450.0,71.9444229944198
2812,142.0,66.2117814289874,116.0,65.16901104052447,101.0,69.3757882838098,820.0,422.0,76.5963445602987,447.0,69.85699678629192
3955,138.0,82.24354077980836,115.0,76.81796664843453,93.0,74.90660852021001,59.0,427.0,73.96620850090939,445.0,66.56575696257048
3105,119.0,69.87846592477543,99.0,67.65352910233139,82.0,66.91786009728644,340.0,411.0,76.30203142774116,453.0,73.97296803562772
1451,140.0,72.6636084983398,92.0,65.65820588471787,84.0,66.2117814289874,72.0,419.0,86.27861844049197,440.0,71.37226352022192
1394,112.0,73.30757123244501,85.0,66.12866246946176,63.0,60.876925020897694,414.0,427.0,78.44743462982075,439.0,75.45859791965393
2320,131.0,63.36402764976355,98.0,60.58877783880444,75.0,58.957611891934704,27.0,435.0,74.51174404078863,445.0,70.06425622241343
487,-94.0,108.92199043352082,-110.0,67.2532527094415,94.0,70.01428425685718,1954.0,429.0,77.9615289742319,440.0,74.02026749478821
2422,123.0,74.85986908885161,99.0,70.12132343303284,80.0,66.4981202741852,851.0,437.0,77.00649323271382,435.0,68.05879810869422
560,110.0,67.91170738539859,91.0,66.6258208204597,71.0,63.7102817447859,239.0,423.0,80.95677859203639,440.0,74.41773982055622
791,140.0,61.39218191268331,118.0,63.3798075099633,96.0,66.36264009214823,273.0,409.0,81.4616474176652,448.0,74.18220810949214
931,111.0,73.98648525237566,94.0,73.23250644351864,76.0,70.40596565632774,650.0,426.0,79.85612061701971,446.0,75.27283706623525
3603,132.0,69.3685807840985,114.0,72.09715667070374,94.0,75.27947927556353,523.0,410.0,69.46941773183363,457.0,70.06425622241343
2126,93.0,72.73926037567333,71.0,67.4166151627327,55.0,57.99137866959192,105.0,432.0,76.8049477572897,447.0,66.59579566308972
1975,134.0,69.59885056522126,114.0,68.68769904429759,103.0,69.9714227381436,98.0,396.0,62.32976816898969,471.0,63.02380502635492
466,145.0,67.54998149518622,113.0,67.91170738539859,79.0,69.98571282769076,61.0,427.0,74.42445834535849,437.0,70.96477999684069
2315,133.0,70.44856279584417,116.0,68.3447144993671,97.0,69.49820141557622,675.0,419.0,88.03976374343584,436.0,83.97023282092292
2437,126.0,70.08566187174092,108.0,69.56292115775473,94.0,68.92024376045111,67.0,427.0,85.65045242145543,444.0,69.476614770727
352,125.0,67.512961718473,106.0,66.76076692189807,91.0,67.98529252713413,85.0,426.0,86.48121183239745,436.0,90.77444574328173
3683,138.0,69.05794668247819,108.0,68.57113095173507,78.0,63.40346993658943,545.0,428.0,75.51158851461145,440.0,70.73188814106408
3149,128.0,71.97916365171243,98.0,66.82065548915246,72.0,64.60650122085238,159.0,442.0,70.83078426785913,435.0,66.783231428256
2776,133.0,68.61486719363377,106.0,72.20803279414278,86.0,71.37226352022192,577.0,425.0,74.08103670980854,448.0,65.68104749469211
1114,9.0,168.7424072365924,-13.0,150.12994371543607,-33.0,131.75735273600483,2901.0,420.0,73.72923436466705,455.0,70.17121917139534
2423,106.0,77.01298591796062,82.0,69.80687645210892,66.0,65.7723346096214,30.0,426.0,88.70738413458037,428.0,69.3757882838098
1085,92.0,74.39758060582346,74.0,67.6904720030818,58.0,62.0403094769844,187.0,441.0,72.2357252334328,432.0,65.96211033616193
3301,124.0,69.83552104767315,108.0,72.14568594171102,95.0,72.14568594171102,202.0,428.0,85.01764522732913,431.0,78.32624081366346
2469,95.0,68.1248853210044,78.0,65.60487786742691,69.0,63.40346993658943,172.0,438.0,70.44856279584417,430.0,75.82216034906945
3571,121.0,65.65820588471787,109.0,67.32013071882734,89.0,68.6804193347711,68.0,426.0,70.83078426785913,446.0,77.79460135510689
1479,137.0,65.13831437794502,119.0,64.03124237432849,100.0,67.79380502671317,306.0,421.0,82.6922003577121,447.0,68.67313885355759
109,129.0,72.65672714897086,91.0,70.44146506142529,71.0,66.70082458260917,760.0,435.0,83.58827668997608,432.0,72.18725649309579
8,141.0,69.06518659932803,122.0,71.80529228406496,96.0,71.14070564732964,34.0,405.0,108.03240254664338,390.0,106.6770828247567
1647,112.0,72.61542535852834,91.0,70.2922470831599,76.0,67.70524351924303,151.0,446.0,74.34379597518544,435.0,69.75672010638115
1324,141.0,71.71471257698799,113.0,72.27032586061861,90.0,71.11961754677819,47.0,413.0,76.28892449104261,459.0,65.45227268781429
3595,129.0,70.42016756583301,112.0,72.05553413860729,96.0,73.8850458482635,832.0,402.0,80.1311425102625,462.0,64.07027391856539
3465,107.0,72.98630008433089,89.0,73.5187051028512,72.0,75.37904218017101,69.0,409.0,86.54478609367523,443.0,74.60562981437795
1038,147.0,63.7102817447859,125.0,69.39740629158989,107.0,70.17121917139534,314.0,376.0,61.96773353931867,479.0,58.12056434688156
1611,-143.0,72.74613391789285,129.0,66.14378277661477,112.0,70.80254232723568,1477.0,417.0,72.42927584892728,452.0,69.82836100038436
3305,110.0,73.71566997592845,91.0,69.22427319950712,84.0,65.11528238439882,83.0,426.0,81.38181615078395,442.0,77.8138805098422
1245,98.0,75.79577824654879,75.0,69.42621983083913,59.0,64.13267497929586,132.0,434.0,87.2238499494261,433.0,79.16438593205912
1572,126.0,71.95137246779939,104.0,70.60453243241541,87.0,69.72804313904126,839.0,431.0,79.58643100428615,443.0,74.84650960465692
3850,120.0,69.93568473962345,99.0,66.9925368977769,85.0,66.37017402418047,98.0,430.0,66.90291473471092,434.0,75.11324783285569
2255,118.0,72.49137879775773,90.0,65.36818798161687,70.0,60.315835400000886,27.0,455.0,79.29060473977985,428.0,78.5175139698144
3609,139.0,67.85278181474949,116.0,70.17121917139534,101.0,70.9365914038728,32.0,437.0,81.18497397917918,447.0,71.35124385741288
1931,143.0,72.5741000633146,115.0,70.53367989832942,100.0,69.4118145563131,183.0,433.0,68.57113095173507,453.0,63.23764701504951
3376,123.0,66.68583057891684,111.0,68.24954212300622,99.0,71.22499561249548,48.0,442.0,74.30343195303969,432.0,63.0158710167526
534,130.0,69.7853852894716,103.0,72.29799443968,84.0,70.44856279584417,90.0,419.0,69.0869017976635,454.0,64.79197481170026
3567,131.0,67.7347768875044,111.0,65.5972560401729,95.0,65.90902821313632,90.0,425.0,76.3347889235308,437.0,71.5122367151245
2337,123.0,74.7127833774114,102.0,75.77598564189053,86.0,72.02777242147643,200.0,433.0,75.9802605944465,427.0,73.11634564172364
2092,124.0,77.98717843338096,97.0,72.92461861401813,76.0,68.10286337592568,132.0,424.0,87.7382470761754,429.0,77.69813382572325
580,147.0,64.8382603097893,118.0,64.45928947793328,91.0,66.91786009728644,364.0,446.0,69.99285677838846,436.0,68.3593446428504
2086,151.0,68.51277253184256,121.0,69.51258878793107,98.0,70.10706098532444,480.0,447.0,72.85602240034794,429.0,70.48404074682438
2795,140.0,70.59036761485238,115.0,70.03570517957252,93.0,68.97825744392213,84.0,423.0,91.02197536858887,433.0,81.2896057316063
1688,143.0,58.66003750424986,121.0,61.180062111769715,94.0,70.14983962918234,381.0,415.0,77.63375554486592,448.0,73.90534486760751
1316,101.0,72.02777242147643,85.0,69.94283380018284,73.0,68.32276341015489,110.0,432.0,76.30203142774116,441.0,70.88723439378913
3419,111.0,74.85318964479737,89.0,69.83552104767315,72.0,66.40030120413611,215.0,429.0,74.1215218408257,441.0,68.044103344816
1349,126.0,73.0,92.0,67.54257916307313,71.0,63.23764701504951,295.0,440.0,75.27283706623525,432.0,76.75285010994706
576,114.0,64.89992295835181,104.0,63.72597586541927,96.0,63.21392251711643,76.0,410.0,98.3107318658548,429.0,85.61541917201598
3214,129.0,66.88049042882386,112.0,70.10706098532444,98.0,71.40028011149536,884.0,419.0,76.81796664843453,446.0,72.83543093852057
3751,143.0,60.09991680526688,115.0,59.58187643906493,81.0,60.01666435249463,45.0,379.0,77.91662210337407,453.0,82.25569889071517
3971,138.0,57.227615711297986,118.0,63.111013301958636,96.0,67.43144666993287,99.0,423.0,90.53728513711906,434.0,72.27032586061861
966,108.0,68.65129277733959,84.0,65.40642170307133,69.0,61.57109711544857,45.0,428.0,74.1215218408257,455.0,69.6491205974634
2554,135.0,66.37017402418047,115.0,65.84071688552609,95.0,70.60453243241541,1317.0,417.0,79.38513714795737,447.0,74.81310045707235
1328,126.0,70.8660708661063,110.0,67.77905281132217,95.0,69.68500556073738,1686.0,420.0,74.80641683706017,448.0,70.01428425685718
602,135.0,63.51377803280167,102.0,63.079315151640635,75.0,62.19324722186485,53.0,423.0,86.27861844049197,434.0,79.18333157931662
2847,148.0,65.87108622149782,129.0,65.7419196555744,107.0,67.69785816405124,720.0,433.0,79.724525711979,426.0,79.32212806020776
998,114.0,70.37044834303673,82.0,64.40496875241847,63.0,56.87706040223949,320.0,424.0,78.93034904268447,442.0,70.35623639735144
2690,124.0,69.83552104767315,101.0,64.94613152451807,82.0,62.457985878508765,195.0,443.0,72.64984514780468,437.0,77.38216848861241
2678,134.0,75.53145040312677,106.0,69.476614770727,84.0,66.32495759516172,226.0,441.0,75.87489703452651,444.0,75.8946638440411
3431,106.0,73.34166619323561,86.0,71.35124385741288,71.0,68.15423684555495,37.0,417.0,68.81133627535509,452.0,74.22937423958254
2646,129.0,66.85057965343307,95.0,63.60031446463138,70.0,60.01666435249463,371.0,439.0,76.96102909914862,432.0,74.23610981186985
2243,122.0,69.35416353759881,100.0,70.74602462329597,82.0,70.94363960215179,34.0,453.0,71.49825172687791,405.0,72.21495689952324
91,133.0,70.2993598832877,99.0,60.08327554319921,67.0,55.344376408086845,75.0,414.0,83.83913167489273,440.0,71.2460525222275
1136,135.0,68.09552114493287,108.0,66.31741852635702,88.0,63.56886030125127,528.0,415.0,82.80700453464067,454.0,69.23871749245504
280,124.0,65.81033353509159,103.0,64.67611614808051,81.0,66.90291473471092,411.0,423.0,78.24321056807422,448.0,69.89992846920518
496,119.0,66.80568838055633,102.0,67.1341939699882,83.0,67.76429738438966,95.0,435.0,73.7360156233031,453.0,63.66317616958802
1922,118.0,72.5741000633146,96.0,68.7749954561976,82.0,67.06713054842886,129.0,434.0,79.31582439841371,435.0,75.14652353901675
1212,-116.0,91.36191766814004,99.0,64.5445582524197,77.0,61.652250567193406,1750.0,434.0,78.08969202141856,433.0,75.16648189186454
3160,132.0,65.77993615077473,118.0,65.64297372910524,94.0,70.22107945624305,302.0,418.0,79.71198153351854,445.0,72.91090453423274
1909,134.0,66.12110101926616,109.0,67.80117993073571,96.0,68.31544481301428,122.0,448.0,78.8416133777081,407.0,78.39642849007855
1724,-110.0,84.42156122697565,89.0,68.02205524680947,68.0,64.28063471995279,1870.0,410.0,76.48529270389177,460.0,66.58828725834597
2294,130.0,68.36665854054884,110.0,68.06614430096654,93.0,70.08566187174092,59.0,386.0,84.67585252006619,445.0,83.55836283700154
3354,140.0,64.41273166075166,113.0,65.612498809297,88.0,66.18156843109719,87.0,435.0,70.9929573971954,433.0,69.53416426476987
850,130.0,70.42726744663604,103.0,69.80687645210892,83.0,66.51315659326356,55.0,435.0,68.58571279792899,433.0,75.0199973340442
1793,125.0,72.90404652692469,104.0,71.51922818375489,87.0,71.29516112612411,568.0,429.0,78.60025445251433,437.0,72.47068372797375
