img,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
img_3963.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01
img_4902.jpg,0.12,0.02,0.01,0.30,0.01,0.01,0.01,0.01,0.29,0.26
img_67409.jpg,0.14,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.38,0.33
img_77908.jpg,0.01,0.08,0.01,0.11,0.01,0.01,0.01,0.01,0.02,0.79
img_10851.jpg,0.01,0.14,0.01,0.04,0.01,0.04,0.01,0.02,0.01,0.74
img_27048.jpg,0.04,0.09,0.01,0.02,0.01,0.10,0.01,0.01,0.19,0.55
img_91020.jpg,0.01,0.90,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14
img_58220.jpg,0.03,0.13,0.01,0.02,0.01,0.12,0.07,0.03,0.55,0.05
img_38913.jpg,0.02,0.46,0.01,0.03,0.01,0.01,0.31,0.01,0.10,0.08
img_91481.jpg,0.04,0.02,0.01,0.01,0.01,0.88,0.01,0.01,0.01,0.08
img_90468.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.02
img_8220.jpg,0.54,0.01,0.01,0.02,0.01,0.05,0.01,0.01,0.38,0.01
img_40045.jpg,0.03,0.01,0.01,0.09,0.01,0.01,0.01,0.01,0.91,0.01
img_30784.jpg,0.10,0.01,0.01,0.18,0.01,0.22,0.01,0.01,0.48,0.01
img_25591.jpg,0.49,0.06,0.01,0.04,0.01,0.02,0.01,0.01,0.36,0.01
img_59864.jpg,0.02,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.85,0.01
img_8349.jpg,0.39,0.02,0.01,0.10,0.01,0.04,0.01,0.01,0.41,0.02
img_62226.jpg,0.27,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.68,0.01
img_36391.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_29100.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01
img_49641.jpg,0.02,0.01,0.01,0.93,0.01,0.01,0.01,0.01,0.09,0.01
img_102084.jpg,0.01,0.01,0.01,0.05,0.01,0.09,0.01,0.01,0.90,0.01
img_68392.jpg,0.02,0.01,0.01,0.09,0.01,0.02,0.01,0.01,0.89,0.01
img_33598.jpg,0.21,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.75,0.01
img_66087.jpg,0.28,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.68,0.01
img_42544.jpg,0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0.98,0.01
img_40701.jpg,0.03,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.65,0.01
img_24145.jpg,0.04,0.01,0.01,0.46,0.01,0.01,0.01,0.01,0.50,0.01
img_40469.jpg,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.13,0.02
img_8888.jpg,0.01,0.01,0.01,0.42,0.01,0.01,0.01,0.01,0.56,0.01
img_99119.jpg,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.75,0.01
img_86845.jpg,0.35,0.05,0.01,0.01,0.01,0.26,0.01,0.01,0.32,0.01
img_87018.jpg,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.61,0.01
img_86827.jpg,0.01,0.03,0.01,0.04,0.01,0.01,0.01,0.01,0.97,0.01
img_19216.jpg,0.02,0.11,0.01,0.01,0.01,0.47,0.01,0.01,0.34,0.01
img_11034.jpg,0.01,0.01,0.01,0.08,0.01,0.01,0.01,0.01,0.96,0.01
img_51808.jpg,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.89,0.01
img_76735.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_60856.jpg,0.06,0.01,0.01,0.17,0.01,0.02,0.01,0.01,0.73,0.01
img_96038.jpg,0.02,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.97,0.01
img_17320.jpg,0.01,0.04,0.01,0.31,0.01,0.01,0.01,0.01,0.60,0.05
img_60236.jpg,0.01,0.26,0.01,0.55,0.01,0.01,0.01,0.02,0.09,0.08
img_7665.jpg,0.01,0.12,0.01,0.24,0.01,0.01,0.01,0.04,0.58,0.01
img_5114.jpg,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_100135.jpg,0.01,0.01,0.01,0.01,0.01,0.10,0.01,0.01,0.93,0.01
img_15483.jpg,0.01,0.21,0.01,0.06,0.01,0.01,0.01,0.01,0.72,0.01
img_21184.jpg,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.62,0.01
img_78090.jpg,0.01,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
img_87486.jpg,0.01,0.96,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
img_74840.jpg,0.01,0.80,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.16
img_80772.jpg,0.11,0.61,0.01,0.03,0.01,0.01,0.03,0.01,0.03,0.18
img_17933.jpg,0.22,0.60,0.01,0.01,0.01,0.01,0.01,0.07,0.02,0.06
img_89704.jpg,0.02,0.20,0.01,0.16,0.01,0.01,0.01,0.01,0.32,0.29
img_15079.jpg,0.01,0.43,0.01,0.22,0.01,0.01,0.01,0.01,0.01,0.32
img_56082.jpg,0.01,0.01,0.01,0.61,0.01,0.03,0.01,0.01,0.36,0.01
img_7941.jpg,0.01,0.01,0.01,0.64,0.01,0.05,0.01,0.01,0.20,0.09
img_45922.jpg,0.01,0.02,0.01,0.09,0.01,0.01,0.01,0.01,0.79,0.10
img_6283.jpg,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01
img_48034.jpg,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_19275.jpg,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01
img_36309.jpg,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01
img_88985.jpg,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.01
img_26714.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01
img_89023.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01
img_78815.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01
img_61702.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01
img_63804.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_22384.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.95,0.01
img_13420.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.95,0.01
img_51594.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.99,0.01
img_32133.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_88485.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.96,0.01
img_90847.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.95,0.01
img_42132.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01
img_67408.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.93,0.01
img_13623.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01
img_9193.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01
img_34964.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_31212.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01
img_25551.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_44691.jpg,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01
img_26979.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_99377.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01
img_97977.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_67222.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_85172.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_77393.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,1.00,0.01
img_52819.jpg,0.20,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.79,0.01
img_42259.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01
img_16918.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01
img_66767.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_4913.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01
img_78052.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_19951.jpg,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01
img_24630.jpg,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01
img_91506.jpg,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.77,0.01
img_66221.jpg,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.93,0.01
img_52774.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_16161.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01
img_29726.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_41294.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_61565.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_95591.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01
img_86027.jpg,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.95,0.01
img_26277.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_26588.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_55162.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01
img_97132.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01
img_48638.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.99,0.03
img_13601.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_69156.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.93,0.03
img_81125.jpg,0.07,0.01,0.01,0.01,0.07,0.01,0.02,0.01,0.30,0.52
img_98607.jpg,0.67,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.24,0.05
img_59138.jpg,0.41,0.01,0.01,0.01,0.01,0.32,0.05,0.01,0.06,0.14
img_48117.jpg,0.22,0.01,0.01,0.01,0.01,0.47,0.05,0.01,0.22,0.03
img_50818.jpg,0.11,0.01,0.01,0.01,0.01,0.09,0.10,0.01,0.68,0.02
img_57358.jpg,0.07,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.75,0.01
img_32644.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.98,0.01
img_79469.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_48607.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_17645.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_22414.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01
img_7452.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01
img_79370.jpg,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.97,0.01
img_4850.jpg,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.97,0.01
img_92681.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.98,0.01
img_23792.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,1.00,0.01
img_95684.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.04
img_12723.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.85,0.01
img_8270.jpg,0.01,0.01,0.01,0.01,0.17,0.01,0.27,0.01,0.56,0.01
img_11704.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_13469.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_10108.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01
img_78892.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_90276.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_13963.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01
img_66850.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01
img_86557.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01
img_92271.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01
img_30589.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_9050.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_81428.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01
img_76850.jpg,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01
img_60810.jpg,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.96,0.01
img_98556.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01
img_71831.jpg,0.96,0.02,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.01
img_70705.jpg,0.73,0.05,0.01,0.02,0.10,0.01,0.01,0.01,0.08,0.01
img_21510.jpg,0.57,0.01,0.01,0.25,0.02,0.01,0.01,0.01,0.14,0.01
img_38684.jpg,0.13,0.23,0.01,0.62,0.02,0.01,0.01,0.01,0.01,0.01
img_17291.jpg,0.11,0.12,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01
img_84716.jpg,0.06,0.27,0.01,0.67,0.01,0.01,0.01,0.01,0.01,0.01
img_95266.jpg,0.01,0.22,0.01,0.75,0.01,0.01,0.01,0.01,0.02,0.01
img_63556.jpg,0.01,0.01,0.01,0.98,0.01,0.01,0.01,0.01,0.02,0.01
img_89871.jpg,0.01,0.01,0.01,0.96,0.01,0.01,0.01,0.01,0.07,0.01
img_91351.jpg,0.01,0.02,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01
img_77390.jpg,0.07,0.01,0.01,0.40,0.17,0.01,0.01,0.01,0.36,0.01
img_97164.jpg,0.01,0.01,0.01,0.97,0.02,0.01,0.01,0.01,0.01,0.01
img_5733.jpg,0.04,0.01,0.01,0.19,0.20,0.01,0.01,0.01,0.54,0.02
img_81202.jpg,0.06,0.01,0.01,0.07,0.11,0.01,0.01,0.05,0.62,0.09
img_79948.jpg,0.01,0.01,0.01,0.05,0.67,0.01,0.01,0.03,0.22,0.01
img_74030.jpg,0.01,0.01,0.01,0.99,0.03,0.01,0.01,0.01,0.02,0.01
img_14322.jpg,0.01,0.01,0.01,0.65,0.27,0.01,0.01,0.01,0.06,0.01
img_53253.jpg,0.05,0.01,0.01,0.86,0.03,0.01,0.01,0.01,0.10,0.01
img_1317.jpg,0.01,0.01,0.01,0.94,0.10,0.01,0.01,0.01,0.01,0.01
img_27693.jpg,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01
img_57488.jpg,0.01,0.01,0.01,0.96,0.02,0.01,0.01,0.01,0.01,0.01
img_79928.jpg,0.02,0.01,0.01,1.00,0.02,0.01,0.01,0.01,0.01,0.01
img_62805.jpg,0.02,0.01,0.01,0.86,0.12,0.01,0.01,0.01,0.03,0.02
img_64858.jpg,0.01,0.02,0.01,0.42,0.11,0.01,0.01,0.01,0.37,0.06
img_95385.jpg,0.02,0.04,0.01,0.86,0.03,0.01,0.01,0.01,0.10,0.01
img_82715.jpg,0.06,0.01,0.01,0.80,0.06,0.01,0.01,0.03,0.03,0.01
img_87816.jpg,0.02,0.01,0.01,0.79,0.08,0.01,0.01,0.01,0.04,0.05
img_46718.jpg,0.01,0.01,0.01,0.96,0.02,0.01,0.01,0.01,0.01,0.01
img_11605.jpg,0.05,0.01,0.01,0.94,0.04,0.01,0.01,0.01,0.01,0.01
img_68570.jpg,0.01,0.01,0.01,0.08,0.69,0.01,0.01,0.05,0.15,0.02
img_14229.jpg,0.03,0.01,0.01,0.53,0.27,0.01,0.01,0.04,0.09,0.04
img_25950.jpg,0.01,0.01,0.01,0.97,0.03,0.01,0.01,0.01,0.02,0.01
