business_id,labels
1aeys,2 3 5 6
1aizo,1 2 3 5 6
1andp,2 3 5 6
1anvj,3 8
1aq6n,2 3 5 6
1aywh,2 3 5 6
1b0u4,1 2 3 5 6
1bb6q,2 3 5 6
1bdpm,2 3 5 6
1bg2i,2 3 5 6
1biy5,2 3 5 6
1bmle,2 3 5 6
1bzhj,2 3 5 6 8
1c3sl,2 3 5 6
1c4ak,2 3 5 6
1c5p2,2 3 5 6
1ca1k,1 2 3 4 5 6 7
1cajm,0 3 5 6
1ceoc,2 3 5 6
1cnr4,2 3 5 6 8
1cp6q,2 3 5 6
1cqlh,2 3 5 6
1d1vg,2 3 5 6
1d3im,2 3 5 6
1db08,2 3 5 6
1dcev,2 3 5 6
1dfyw,2 3 5 6
1di7s,2 3 5 6
1dk14,2 3 5 6
1dm5g,2 3 5 6
1do0d,2 3 5 6
1dsri,2 3 5 6
1e2pk,2 3 5 6
1e34p,2 3 5 6 8
1ec43,2 3 5 6
1ekse,2 3 5 6 8
1eogb,2 3 5 6
1eqn4,2 3 5 6
1f3xl,2 3 5 6
1f4sk,2 3 5 6 8
1f5ex,2 3 5 6
1f8kz,2 3 5 6
1f99i,2 3 5 6 8
1f9nm,2 3 5 6
1fbqh,2 3 5 6
1fg2d,2 3 5 6
1fi4u,1 2 3 5 6
1fjj2,3 8
1fkf8,2 3 5 6
1fpvt,2 3 5 6
1gg00,2 3 5 6
1gnvj,1 2 3 5 6
1gozl,2 3 5 6
1gqze,2 3 5 6 8
1h4vx,2 3 5 6 8
1h9m0,2 3 5 6
1hgih,2 3 5 6
1hig5,1 2 3 5 6
1hu0r,2 3 5 6
1hv8u,2 3 5 6
1i4bi,1 2 3 5 6
1iaz6,2 3 5 6
1icrn,2 3 5 6
1id5n,2 3 5 6
1ifxf,2 3 5 6
1iktw,2 3 5 6
1iuux,2 3 5 6
1iz4c,2 3 5 6
1j2g2,2 3 5 6
1jetm,2 3 5 6
1jfje,2 3 5 6
1jhd4,2 3 5 6 8
1jik6,2 3 5 6
1jlh9,2 3 5 6
1jlrm,2 3 5 6
1jmp4,2 3 5 6
1jrct,2 3 5 6
1jvo5,2 3 5 6
1jvqu,2 3 5 6
1k3v3,2 3 5 6
1k8ru,2 3 5 6
1k9gq,1 2 3 4 5 6
1kr59,2 3 5 6 8
1kw5i,2 3 5 6
1kw6g,2 3 5 6
1kwj3,2 3 5 6
1kxqu,2 3 5 6
1l72d,2 3 5 6
1la8k,2 3 5 6
1lbe9,2 3 5 6
1lcof,2 3 5 6
1lhhv,2 3 5 6
1lneo,2 3 5 6
1lnzk,6 8
1ltns,2 3 5 6
1lvgn,2 6 8
1ly64,2 3 5 6
1lyyo,2 3 5 6
1mb6s,2 3 5 6
1me67,2 3 5 6
1moxe,2 3 5 6
1mqg0,2 3 5 6
1mu0b,2 3 5 6
1mwwj,2 3 5 6
1n9ss,2 3 5 6
1n9zg,2 3 5 6
1nbbh,2 3 5 6
1nd86,2 3 5 6
1nlp7,2 3 5 6
1nnvp,2 3 5 6
1npai,2 3 5 6
1nr5r,2 3 5 6
1nsa9,2 3 5 6
1oci4,2 3 5 6 8
1odko,2 3 5 6
1oevl,2 3 5 6
1olou,2 3 5 6
1ooqj,2 3 5 6
1osph,3 5
1ovby,2 3 5 6
1oveb,2 3 5 6
1p4rg,1 2 3 5 6
1pdge,2 3 5 6
1phyf,2 3 5 6
1pj73,2 3 5 6 8
1pj8b,2 3 5 6
1pk3p,2 3 5 6
1pkme,2 3 5 6
1ppq2,2 3 5 6
1pqox,2 3 5 6
1ps9h,2 3 5 6
1q0ls,2 3 5 6
1q4qk,2 3 5 6
1q6je,2 3 5 6 8
1qoat,2 3 5 6
1qrdw,2 3 5 6
1qyq7,2 3 5 6
1r8xp,1 2 3 5 6
1rdjf,2 3 5 6
1red8,2 3 5 6
1rhp2,2 3 5 6
1rju5,2 3 5 6
1rsa5,3 6 8
1ruq0,2 3 5 6 8
1sdbh,2 3 5 6
1sf7p,2 3 5 6
1snie,2 3 5 6
1stpo,2 3 5 6
1t6tb,2 3 5 6
1t8wu,2 3 5 6
1ta3y,2 3 5 6
1tgnj,2 3 5 6
1to59,2 3 5 6
1tp9i,5 6 8
1tpmp,2 3 5 6
1tpqe,2 3 5 6
1tq1t,2 3 5 6
1u679,2 3 5 6
1u8ar,2 3 5 6
1u8dz,2 3 5 6
1uc9e,2 3 5 6
1ucp9,2 3 5 6
1ugnb,2 3 5 6
1uk1n,2 3 5 6
1um2k,2 3 5 6
1uq1s,2 3 5 6
1uyqo,2 3 5 6
1v5c0,2 3 5 6
1v6dv,2 3 5 6
1v7b5,2 3 5 6
1va5w,2 3 5 6
1vi4a,2 3 5 6
1w2d3,2 3 5 6
1w45u,3 5 6 8
1w7x4,2 3 5 6
1we82,2 3 5 6
1wevr,2 3 5 6 8
1wlmv,2 3 5 6 8
1wmxi,2 3 5 6
1wpjf,
1wt2q,2 3 5 6
1wtez,3 5 6 8
1wtnl,2 3 5 6
1wuyt,2 3 5 6
1wvv4,2 3 5 6
1xa0x,2 3 5 6
1xelt,2 3 5 6
1xgc0,2 3 5 6
1xt3a,2 3 5 6
1y6kr,2 3 5 6
1yfkb,2 3 5 6 8
1yftp,2 3 5 6
1yht9,2 3 5 6
1yirp,2 3 5 6
1yppr,2 3 5 6
1z3sk,1 3 5 6
1z9c6,2 3 5 6
1za4p,2 3 5 6
1zf3m,1 2 3 5 6
1zfvn,3 5 6 8
1zjuy,2 3 5 6
1zngh,2 3 5 6
1zpzs,2 3 5 6
1zqhe,2 3 5 6
1zuh9,2 3 5 6
202i6,2 3 5 6
207ue,2 3 5 6
209b2,3 5 6 8
20b8p,2 3 5 6
20frc,2 3 5 6 8
20hsy,2 3 5 6
20icp,2 3 5 6 8
20nk1,2 3 5 6
20ukp,2 3 5 6
20uu8,2 3 5 6
20xc6,2 3 5 6
215s9,2 3 5 6
21l58,2 3 5 6
21qgl,2 3 5 6 8
21smj,2 3 5 6
222in,2 3 5 6
222va,2 3 5 6
2275p,1 2 3 5 6
22ibt,2 3 5 6
22oiz,2 3 5 6
22tj0,2 3 5 6
22z8w,2 3 5 6
2350j,2 3 5 6
2352y,1 2 3 5 6 8
23dbq,2 3 5 6
23dpa,2 3 5 6
23ual,2 3 5 6
23z2e,2 3 5 6
242te,2 3 5 6
249oh,2 3 5 6
24g3m,2 3 5 6
24q28,2 3 5 6
24scj,2 3 5 6
24x3f,2 3 5 6
253fx,2 3 5 6
258tz,2 3 5 6 8
25dvk,2 3 5 6
25f99,2 3 5 6
25gby,2 3 5 6
25nyb,1 2 3 5 6
25to6,2 3 5 6
25uou,2 3 5 6
25vxy,2 3 5 6
25yf1,2 3 5 6
26165,2 3 5 6
263ky,2 3 5 6
2653a,2 3 5 6 8
26ren,2 3 5 6
26spn,2 3 5 6 8
26yii,2 3 5 6
26ysm,2 3 5 6
26zdr,2 3 5 6
27002,2 3 5 6 8
271r3,2 3 5 6
273hy,2 3 5 6
279pd,2 3 5 6
27hty,2 3 5 6 8
27lj4,2 3 5 6
27rwo,2 3 5 6
27trb,2 3 5 6
27v5m,1 2 3 5 6
282os,2 3 5 6
29bln,2 3 5 6
29fdd,2 3 5 6
29fu7,2 3 5 6
29lbo,2 3 5 6
29lbs,2 3 5 6
29pjd,2 3 5 6 8
29vk2,2 3 5 6
29wh3,2 3 5 6 8
2a06s,2 3 5 6
2a7ng,2 3 5 6
2acak,1 2 3 4 5 6
2acuw,2 3 5 6
2aczx,2 3 5 6
2afxe,2 3 5 6
2axb1,3 5 6 8
2axyo,2 3 5 6
2b12o,2 3 5 6
2b5z7,2 3 5 6
2bc5v,2 3 5 6
2bib3,2 3 5 6
2bk9j,2 3 5 6
2bmxs,2 3 5 6
2bsuh,2 3 5 6
2bu0l,2 3 5 6
2bul4,2 3 5 6
2bxje,2 3 5 6
2c88y,3 8
2cdtu,2 3 5 6
2cij2,2 3 5 6
2crs5,2 3 5 6
2ctxo,2 3 6
2cu1k,2 3 5 6
2cyqd,2 3 5 6
2dce8,2 3 5 6
2ddub,1 2 3 5 6
2dh1w,2 3 5 6
2dpse,2 3 5 6
2dxy7,2 3 5 6
2e0ln,2 3 5 6
2e84u,2 3 5 6 8
2ehyg,2 3 5 6
2ezcs,2 3 5 6
2f2ty,2 3 5 6
2f6zq,2 3 5 6
2fcma,2 3 5 6
2fkxy,1 2 3 5 6
2fmea,2 3 6
2fqx7,2 3 5 6
2frag,2 3 5 6
2ft9g,2 3 5 6
2fthl,2 3 5 6
2g18k,2 3 5 6
2g2yf,2 3 5 6
2g4bm,2 3 5 6 8
2gcw8,2 3 5 6
2ggft,2 3 5 6
2glba,1 2 3 5 6
2grk0,2 3 5 6
2h44q,3 8
2h731,2 3 5 6
2hc70,1 2 3 5 6
2hdsd,2 3 5 6
2hk1v,2 3 5 6
2hq3j,2 3 5 6
2hth7,2 3 5 6
2hx1g,2 3 5 6
2i2gf,2 3 4 5 6
2i3j3,2 3 5 6
2i5yw,2 3 5 6
2idw2,2 3 5 6
2if6u,2 3 5 6
2ikxe,1 2 3 5 6
2in4v,2 3 5 6
2iqc4,2 3 5 6
2iqnk,2 3 5 6
2iqvb,2 3 5 6
2is66,2 3 5 6
2iwih,2 3 5 6
2iwjf,2 3 5 6
2j4ff,2 3 5 6
2j5p0,2 3 5 6
2j9qa,2 3 5 6
2jgav,2 3 5 6
2jk4n,2 3 5 6
2jm5n,2 3 5 6
2jspw,2 3 5 6
2juja,2 3 5 6
2jw3q,2 3 5 6
2jxew,2 3 5 6
2k8rb,2 3 5 6
2km2h,2 3 5 6
2kqse,2 3 5 6 8
2kswt,2 3 5 6
2kvvx,2 3 5 6
2kwq7,2 3 5 6
2l2fz,2 3 5 6
2lho0,2 3 5 6
2llnt,1 2 3 5 6
2ltfz,2 3 5 6
2lym1,3 8
2m196,2 3 5 6
2m231,2 3 5 6
2mjkr,2 3 5 6 8
2mlt3,2 3 5 6
2mm8y,2 3 5 6
2n4fu,2 3 5 6 8
2n9gy,2 3 5 6
2nrrq,2 3 5 6
2nt7j,2 3 5 6
2oacw,2 3 6 8
2okij,2 3 5 6
2ox8u,2 3 5 6
2ozhc,2 3 5 6
2p0il,2 3 5 6
2p4vg,1 2 3 5 6
2p6vt,2 3 5 6
2p8ss,2 3 5 6
2pb9l,2 3 5 6
2pjl8,2 3 5 6
2pnu5,2 3 5 6
2prpb,2 3 5 6
2pwiz,2 3 5 6 8
2q08n,2 3 5 6
2q2ll,2 3 5 6
2q6qi,2 3 5 6
2qa5e,2 3 5 6
2qjmm,2 3 5 6
2r5xw,1 2 3 5 6
2r9ir,2 3 5 6 8
2rbmi,2 3 5 6
2rfh1,2 3 5 6
2rmv6,2 3 5 6
2rs7b,2 3 5 6
2ru96,2 3 5 6
2rv7z,2 3 5 6
2rwpd,2 3 5 6
2s0fu,2 3 5 6
2s2ha,2 3 5 6
2s9i5,2 3 5 6 8
2sf9c,2 3 5 6
2smnw,2 3 5 6
2sp1s,1 2 3 5 6
2sq9e,3 5 6
2sr8w,3 5 6 8
2srhx,2 3 5 6
2t06z,2 3 5 6
2t86y,2 3 5 6
2t9m4,2 3 5 6
2tse9,2 3 4 5 6
2tso7,1 2 3 5 6
2u6qe,2 3 5 6
2u8ew,2 3 5 6
2u9ky,2 3 5 6
2ufja,2 3 5 6
2uj1k,2 3 5 6
2uo1d,2 3 5 6
2ut5c,2 3 5 6
2uzp8,2 3 5 6
2vtfz,2 3 5 6
2vxcc,2 3 5 6
2w0il,2 3 5 6
2w3s8,2 3 5 6
2w9fc,2 3 5 6
2w9im,2 3 5 6
2wa83,2 5 6
2wbil,2 3 5 6
2wcdy,1 2 3 5 6
2wd4x,3 5
2xcg2,2 3 5 6
2xddl,2 3 5 6
2xl0h,1 2 3 4 5 6
2xu0t,2 3 5 6
2xw52,2 3 5 6
2y2rp,2 3 5 6
2yauf,2 3 5 6
2ybxd,2 3 5 6
2yeud,1 2 3 4 5 6
2yfj8,2 3 5 6 8
2yjze,2 3 5 6
2ykgp,2 3 5 6
2ymiz,1 2 3 5 6
2ymov,3 5 6 8
2ywgu,8
2yzg4,2 3 5 6 8
2zb85,2 3 5 6
2zhhk,2 3 5 6
2zkot,2 3 5 6
2zup2,3 5 6 8
2zxk3,2 3 5 6
30a4w,2 3 5 6
30cyu,2 3 5 6
30mrn,2 3 5 6
30qm8,1 2 3 5 6
30rgq,2 3 5 6
30sn8,1 2 3 4 5 6
312zd,2 3 5 6
31578,2 3 5 6
31f52,2 3 5 6
31ghu,2 3 5 6
31gux,3 5 6 8
31ikl,2 3 5 6
31jvz,2 3 5 6
31n0s,2 3 5 6
31qr1,2 3 5 6
31xwa,2 3 5 6
31y16,5 6
321ey,2 3 5 6
32m06,2 3 5 6
32my8,1 2 3 5 6
32rak,2 3 5 6
3312z,2 3 5 6
33cmf,2 3 5 6 8
33f85,2 3 5 6
33p3w,2 3 5 6
33pkk,2 3 5 6 8
344q5,2 3 5 6
346um,2 3 5 6
34d5s,2 3 5 6
34hdl,2 3 5 6
34i42,1 2 3 5 6
34kyx,2 3 5 6
34utl,2 3 5 6
34vp7,2 3 5 6 8
34w54,2 3 5 6 8
350m1,2 3 5 6
352iu,2 3 5 6
357kz,2 3 5 6
3580p,2 3 5 6
35dol,2 3 5 6
361ze,1 2 3 5 6
36btp,2 3 5 6
36gec,2 3 5 6
36rec,2 3 5 6 8
36uyl,2 3 5 6
370k3,2 3 5 6
374nr,2 3 5 6
376an,2 3 5 6
37b21,2 3 5 6
37biw,2 3 5 6
37if9,1 2 3 5 6
37k5h,2 3 5 6
380gw,2 3 5 6
383jc,2 3 5 6
3867q,2 3 5 6
388lp,2 3 5 6
389dd,2 3 5 6
38b73,2 3 5 6
38ije,1 2 3 5 6
38jfw,2 3 5 6 8
38lwf,2 3 5 6
394o5,2 3 5 6
39aji,3 5 8
39da0,2 3 5 6
39e4c,2 3 5 6
39gcr,2 3 5 6
39hup,2 3 5 6
39ie0,2 3 5 6
39sxz,2 3 5 6
3a4wc,2 3 5 6
3abm9,5 6
3acri,2 3 5 6
3aebl,2 3 5 6
3amll,2 3 5 6
3aonv,2 3 5 6
3aq9z,2 3 5 6
3az75,2 3 5 6
3b0bd,2 3 5 6
3b38w,2 3 5 6
3c1yc,2 3 5 6
3c9si,2 3 5 6
3clst,2 3 5 6 8
3cpeo,2 3 5 6
3d1cw,2 3 5 6
3d4ec,2 3 5 6
3d4yz,2 3 5 6 8
3d5es,2 3 5 6
3da1b,2 3 5 6
3dgri,2 3 5 6 8
3dng5,2 3 5 6
3dnyh,2 3 5 6
3dtq0,2 3 5 6
3e3ov,2 3 5 6
3e7aa,2 5 6 8
3eb5l,2 3 5 6
3ekst,2 3 5 6
3eoj5,3 5 8
3exi9,3 5 6
3exv5,2 3 5 6
3ey33,2 3 5 6 8
3f459,2 3 5 6 8
3f89e,2 3 5 6
3fkav,3 5 6 8
3fr95,1 2 3 5 6
3fswv,2 3 5 6
3g3lt,2 3 5 6
3g63s,2 3 5 6
3gatb,2 3 5 6
3gc11,2 3 5 6
3ggkj,2 3 5 6 8
3gjcv,2 3 5 6
3gke3,2 3 5 6
3h1mv,1 2 3 5 6
3h8zc,2 3 5 6
3hcbc,1 2 3 5 6
3hi0o,2 3 5 6
3hr0u,2 3 5 6
3hss1,2 3 5 6
3hx0z,1 2 3 4 5 6
3i0lb,2 3 5
3i26e,2 3 5 6
3i2or,2 3 5 6
3i7w0,2 3 5 6
3iajk,2 3 5 6
3iiuk,2 3 5 6
3imha,2 3 5 6
3ipkg,2 3 5 6
3iqxk,1 2 3 5 6
3irvx,2 3 5 6
3ivad,1 2 3 5 6
3iy7g,2 3 5 6
3iymv,2 3 5 6
3j75n,2 3 5 6
3j8ta,2 3 5 6 8
3jcil,2 3 5 6 8
3jd77,2 3 5 6 8
3jdn8,2 3 5 6
3jfq7,2 3 5 6
3jhog,2 3 5 6
3jhq1,2 3 5 6
3jj09,2 3 5 6
3jmrd,2 3 5 6
3k44j,2 3 5 8
3k73e,2 3 5 6
3k8b1,2 3 5 6
3kklx,2 3 5 6
3knwe,2 3 5 6
3kr31,2 3 5 6
3kvyt,1 2 3 5 6
3kw0t,1 2 3 5 6
3kwl4,2 3 5 6
3l16a,2 3 5 6
3lbq5,2 3 5 6
3lbrj,2 3 5 6 8
3lc50,2 3 5 6
3lfzc,2 5 6 8
3lnc9,2 3 5 6
3lq1n,2 3 5 6
3lskm,2 3 4 5 6
3m2tp,2 3 5 6
3mbpn,2 3 5 6
3mc0u,2 3 5 6
3mgm3,2 3 5 6 8
3mh6y,2 3 5 6 8
3mhez,3 5 8
3mi5u,2 3 5 6
3mlkv,2 3 5 6
3n1bz,2 3 5 6 8
3n1vw,1 2 3 5 6
3n3ay,2 3 5 6
3n3w3,2 3 5 6
3nkeq,2 3 5 6
3nogw,2 3 5 6
3npq7,2 3 5 6 8
3nw71,2 3 5 6
3o0k1,2 3 5 6
3odrn,1 2 3 5 6
3oebi,2 3 5 6
3ohep,2 3 5 6
3ojhw,2 3 5 6
3ok9v,2 3 5 6
3omvg,2 3 5 6
3onrh,2 3 5 6
3oyw2,2 3 5 6
3p0bb,1 2 3 5 6
3p3da,2 3 5 6
3p5w1,2 3 5 6
3pdhd,2 3 5 6
3pjvf,2 3 5 6
3pmcs,1 2 3 5 6
3pozb,1 2 3 5 6
3pvg0,2 3 5 6
3q1fz,2 3 5 6
3q1nt,2 3 5 6 8
3q2xo,2 3 5 6
3q5h7,2 3 5 6
3q8rd,2 3 5 6
3qash,2 3 5 6
3qdz1,2 3 5 6
3qvua,2 3 5 6
3qw0y,2 3 5 6
3r5iq,2 3 5 6
